AAAAMMDD	tMin	tMax	tMoy	djuM	djuC	tag
20130527	3.50	22.40	12.95	5.05	5.83	201305
20130528	9.40	19.30	14.35	3.65	3.83	201305
20130529	7.60	14.70	11.15	6.85	6.85	201305
20130530	7.40	16.80	12.10	5.90	5.90	201305
20130531	6.10	16.60	11.35	6.65	6.65	201305
20130601	10.30	14.70	12.50	5.50	5.50	0
20130602	9.90	21.30	15.60	2.40	3.07	0
20130603	9.70	20.60	15.15	2.85	3.32	0
20130604	8.30	22.40	15.35	2.65	3.58	0
20130605	11.70	27.10	19.40	0.00	1.59	0
20130606	11.80	26.40	19.10	0.00	1.60	0
20130607	12.00	29.50	20.75	0.00	1.34	0
20130608	12.50	24.70	18.60	0.00	1.48	0
20130609	12.90	20.20	16.55	1.45	1.90	0
20130610	11.50	22.30	16.90	1.10	2.16	0
20130611	11.40	25.30	18.35	0.00	1.84	0
20130612	11.30	28.00	19.65	0.00	1.66	0
20130613	13.80	31.90	22.85	0.00	0.75	0
20130614	15.20	24.50	19.85	0.00	0.58	0
20130615	15.90	30.50	23.20	0.00	0.29	0
20130616	15.70	32.70	24.20	0.00	0.31	0
20130617	15.90	36.00	25.95	0.00	0.26	0
20130618	16.20	34.30	25.25	0.00	0.22	0
20130619	18.20	29.50	23.85	0.00	0.00	0
20130620	17.40	23.50	20.45	0.00	0.07	0
20130621	13.10	26.80	19.95	0.00	1.13	0
20130622	16.60	27.30	21.95	0.00	0.19	0
20130623	16.30	22.60	19.45	0.00	0.33	0
20130624	13.00	18.90	15.95	2.05	2.18	0
20130625	10.20	22.50	16.35	1.65	2.70	0
20130626	8.90	23.30	16.10	1.90	3.14	0
20130627	9.40	21.50	15.45	2.55	3.26	0
20130628	8.50	21.50	15.00	3.00	3.68	0
20130629	9.70	16.30	13.00	5.00	5.00	0
20130630	12.80	25.30	19.05	0.00	1.32	0
20130701	11.00	28.90	19.95	0.00	1.71	0
20130702	14.80	30.80	22.80	0.00	0.52	0
20130703	17.20	22.70	19.95	0.00	0.11	0
20130704	16.80	25.00	20.90	0.00	0.17	0
20130705	17.40	27.90	22.65	0.00	0.06	0
20130706	14.50	29.80	22.15	0.00	0.62	0
20130707	15.70	30.10	22.90	0.00	0.34	0
20130708	15.70	30.50	23.10	0.00	0.33	0
20130709	16.30	28.90	22.60	0.00	0.23	0
20130710	18.80	29.20	24.00	0.00	0.00	0
20130711	14.50	29.20	21.85	0.00	0.63	0
20130712	15.30	29.00	22.15	0.00	0.44	0
20130713	16.30	29.30	22.80	0.00	0.23	0
20130714	14.90	29.40	22.15	0.00	0.53	0
20130715	15.60	30.30	22.95	0.00	0.36	0
20130716	15.70	30.70	23.20	0.00	0.33	0
20130717	16.80	29.70	23.25	0.00	0.14	0
20130718	17.50	27.90	22.70	0.00	0.05	0
20130719	16.00	24.10	20.05	0.00	0.37	0
20130720	14.00	29.50	21.75	0.00	0.75	0
20130721	15.80	31.70	23.75	0.00	0.30	0
20130722	17.00	31.90	24.45	0.00	0.11	0
20130723	18.00	33.00	25.50	0.00	0.00	0
20130724	18.00	31.80	24.90	0.00	0.00	0
20130725	18.40	32.30	25.35	0.00	0.00	0
20130726	18.90	34.70	26.80	0.00	0.00	0
20130727	18.20	35.10	26.65	0.00	0.00	0
20130728	21.50	33.50	27.50	0.00	0.00	0
20130729	17.00	23.10	20.05	0.00	0.15	0
20130730	14.40	26.80	20.60	0.00	0.73	0
20130731	14.30	29.60	21.95	0.00	0.67	0
20130801	16.10	35.00	25.55	0.00	0.23	0
20130802	16.80	34.80	25.80	0.00	0.13	0
20130803	19.60	31.10	25.35	0.00	0.00	0
20130804	19.30	31.20	25.25	0.00	0.00	0
20130805	19.40	33.70	26.55	0.00	0.00	0
20130806	18.70	31.50	25.10	0.00	0.00	0
20130807	18.40	23.30	20.85	0.00	0.00	0
20130808	16.60	24.50	20.55	0.00	0.22	0
20130809	17.80	25.10	21.45	0.00	0.02	0
20130810	12.20	26.40	19.30	0.00	1.46	0
20130811	14.20	27.70	20.95	0.00	0.75	0
20130812	13.40	29.10	21.25	0.00	0.93	0
20130813	16.20	27.50	21.85	0.00	0.26	0
20130814	12.90	25.20	19.05	0.00	1.30	0
20130815	11.70	27.30	19.50	0.00	1.57	0
20130816	14.60	28.30	21.45	0.00	0.63	0
20130817	15.20	30.10	22.65	0.00	0.44	0
20130818	16.00	31.40	23.70	0.00	0.27	0
20130819	17.90	27.10	22.50	0.00	0.01	0
20130820	12.90	26.00	19.45	0.00	1.24	0
20130821	11.10	26.80	18.95	0.00	1.83	0
20130822	12.20	29.10	20.65	0.00	1.30	0
20130823	15.10	31.20	23.15	0.00	0.45	0
20130824	14.90	25.80	20.35	0.00	0.62	0
20130825	13.70	23.20	18.45	0.00	1.16	0
20130826	10.70	23.70	17.20	0.80	2.31	0
20130827	11.10	23.20	17.15	0.85	2.20	0
20130828	13.30	24.50	18.90	0.00	1.20	0
20130829	13.10	25.10	19.10	0.00	1.23	0
20130830	12.80	26.40	19.60	0.00	1.25	0
20130831	14.20	27.30	20.75	0.00	0.77	0
20130901	12.30	26.90	19.60	0.00	1.39	0
20130902	13.30	25.60	19.45	0.00	1.13	0
20130903	11.10	27.30	19.20	0.00	1.79	0
20130904	12.50	30.90	21.70	0.00	1.13	0
20130905	15.10	30.40	22.75	0.00	0.46	0
20130906	15.00	30.00	22.50	0.00	0.49	0
20130907	14.40	27.60	21.00	0.00	0.70	0
20130908	16.80	23.00	19.90	0.00	0.19	0
20130909	13.90	23.50	18.70	0.00	1.06	0
20130910	12.90	22.80	17.85	0.15	1.51	0
20130911	9.30	19.30	14.30	3.70	3.87	0
20130912	9.00	20.30	14.65	3.35	3.73	0
20130913	6.60	22.20	14.40	3.60	4.41	0
20130914	8.00	24.20	16.10	1.90	3.39	0
20130915	15.00	16.50	15.75	2.25	2.25	0
20130916	11.60	16.30	13.95	4.05	4.05	0
20130917	10.50	18.00	14.25	3.75	3.75	0
20130918	11.00	19.20	15.10	2.90	3.07	0
20130919	11.90	19.90	15.90	2.10	2.44	0
20130920	12.50	23.00	17.75	0.25	1.65	0
20130921	13.50	22.70	18.10	0.00	1.28	201309
20130922	10.70	22.50	16.60	1.40	2.48	201309
20130923	9.30	24.10	16.70	1.30	2.84	201309
20130924	10.10	26.70	18.40	0.00	2.21	201309
20130925	9.70	26.50	18.10	0.00	2.39	201309
20130926	11.60	24.40	18.00	0.00	1.86	201309
20130927	11.80	28.50	20.15	0.00	1.46	201309
20130928	13.10	23.00	18.05	0.00	1.41	201309
20130929	12.80	19.90	16.35	1.65	2.02	201309
20130930	15.30	23.30	19.30	0.00	0.60	201309
20131001	13.90	23.70	18.80	0.00	1.05	201310
20131002	11.00	24.60	17.80	0.20	2.07	201310
20131003	11.90	26.60	19.25	0.00	1.55	201310
20131004	14.70	22.80	18.75	0.00	0.83	201310
20131005	15.30	20.00	17.65	0.35	0.87	201310
20131006	10.80	18.80	14.80	3.20	3.30	201310
20131007	14.70	17.30	16.00	2.00	2.00	201310
20131008	14.00	18.00	16.00	2.00	2.00	201310
20131009	14.10	17.00	15.55	2.45	2.45	201310
20131010	7.90	14.30	11.10	6.90	6.90	201310
20131011	5.50	13.20	9.35	8.65	8.65	201310
20131012	3.80	11.00	7.40	10.60	10.60	201310
20131013	7.50	15.40	11.45	6.55	6.55	201310
20131014	7.80	16.00	11.90	6.10	6.10	201310
20131015	9.00	13.90	11.45	6.55	6.55	201310
20131016	12.00	18.80	15.40	2.60	2.70	201310
20131017	11.10	20.90	16.00	2.00	2.59	201310
20131018	6.70	18.30	12.50	5.50	5.53	201310
20131019	6.20	24.60	15.40	2.60	4.12	201310
20131020	10.90	15.50	13.20	4.80	4.80	201310
20131021	8.50	22.80	15.65	2.35	3.41	201310
20131022	12.00	28.40	20.20	0.00	1.40	201310
20131023	15.40	18.60	17.00	1.00	1.10	201310
20131024	10.60	20.50	15.55	2.45	2.92	201310
20131025	9.50	24.70	17.10	0.90	2.68	201310
20131026	9.00	24.60	16.80	1.20	2.90	201310
20131027	13.30	21.60	17.45	0.55	1.49	201310
20131028	6.80	24.50	15.65	2.35	3.87	201310
20131029	10.60	14.90	12.75	5.25	5.25	201310
20131030	6.10	15.10	10.60	7.40	7.40	201310
20131031	5.00	17.20	11.10	6.90	6.90	201310
20131101	6.60	18.40	12.50	5.50	5.54	201311
20131102	11.10	16.90	14.00	4.00	4.00	201311
20131103	8.10	14.10	11.10	6.90	6.90	201311
20131104	6.00	10.40	8.20	9.80	9.80	201311
20131105	6.10	10.00	8.05	9.95	9.95	201311
20131106	7.60	15.00	11.30	6.70	6.70	201311
20131107	4.50	18.10	11.30	6.70	6.71	201311
20131108	5.60	16.20	10.90	7.10	7.10	201311
20131109	7.70	14.90	11.30	6.70	6.70	201311
20131110	6.60	11.10	8.85	9.15	9.15	201311
20131111	4.70	10.70	7.70	10.30	10.30	201311
20131112	-0.80	10.70	4.95	13.05	13.05	201311
20131113	-0.50	7.40	3.45	14.55	14.55	201311
20131114	5.70	8.50	7.10	10.90	10.90	201311
20131115	4.20	8.00	6.10	11.90	11.90	201311
20131116	2.10	8.70	5.40	12.60	12.60	201311
20131117	5.70	7.20	6.45	11.55	11.55	201311
20131118	1.00	8.60	4.80	13.20	13.20	201311
20131119	4.60	7.10	5.85	12.15	12.15	201311
20131120	0.60	3.10	1.85	16.15	16.15	201311
20131121	0.40	4.40	2.40	15.60	15.60	201311
20131122	1.10	5.10	3.10	14.90	14.90	201311
20131123	1.90	5.60	3.75	14.25	14.25	201311
20131124	3.00	6.30	4.65	13.35	13.35	201311
20131125	3.50	7.40	5.45	12.55	12.55	201311
20131126	-3.70	5.70	1.00	17.00	17.00	201311
20131127	-2.80	3.90	0.55	17.45	17.45	201311
20131128	-3.10	1.90	-0.60	18.60	18.60	201311
20131129	-5.90	4.20	-0.85	18.85	18.85	201311
20131130	-2.10	3.80	0.85	17.15	17.15	201311
20131201	1.00	5.10	3.05	14.95	14.95	201312
20131202	-0.80	5.70	2.45	15.55	15.55	201312
20131203	-4.30	8.00	1.85	16.15	16.15	201312
20131204	-5.10	9.00	1.95	16.05	16.05	201312
20131205	-3.80	3.30	-0.25	18.25	18.25	201312
20131206	-2.50	8.80	3.15	14.85	14.85	201312
20131207	-3.40	7.10	1.85	16.15	16.15	201312
20131208	-5.50	6.60	0.55	17.45	17.45	201312
20131209	-5.50	6.90	0.70	17.30	17.30	201312
20131210	-5.10	8.50	1.70	16.30	16.30	201312
20131211	-5.50	8.40	1.45	16.55	16.55	201312
20131212	-5.60	7.70	1.05	16.95	16.95	201312
20131213	-6.00	7.40	0.70	17.30	17.30	201312
20131214	-4.70	7.00	1.15	16.85	16.85	201312
20131215	-4.30	9.40	2.55	15.45	15.45	201312
20131216	-5.20	10.20	2.50	15.50	15.50	201312
20131217	-5.30	8.00	1.35	16.65	16.65	201312
20131218	-2.80	11.90	4.55	13.45	13.45	201312
20131219	-1.50	11.30	4.90	13.10	13.10	201312
20131220	4.40	6.50	5.45	12.55	12.55	201312
20131221	-0.10	11.10	5.50	12.50	12.50	201312
20131222	2.50	16.00	9.25	8.75	8.75	201312
20131223	3.10	14.30	8.70	9.30	9.30	201312
20131224	4.20	17.80	11.00	7.00	7.00	201312
20131225	7.70	14.30	11.00	7.00	7.00	201312
20131226	3.40	4.90	4.15	13.85	13.85	201312
20131227	-1.90	9.20	3.65	14.35	14.35	201312
20131228	0.50	14.40	7.45	10.55	10.55	201312
20131229	2.90	6.50	4.70	13.30	13.30	201312
20131230	-0.30	7.50	3.60	14.40	14.40	201312
20131231	-4.10	7.90	1.90	16.10	16.10	201312
20140101	-0.40	12.20	5.90	12.10	12.10	201401
20140102	3.30	9.90	6.60	11.40	11.40	201401
20140103	-0.40	8.20	3.90	14.10	14.10	201401
20140104	5.10	7.80	6.45	11.55	11.55	201401
20140105	1.80	8.50	5.15	12.85	12.85	201401
20140106	-1.80	9.30	3.75	14.25	14.25	201401
20140107	3.40	13.30	8.35	9.65	9.65	201401
20140108	0.80	13.90	7.35	10.65	10.65	201401
20140109	1.10	11.50	6.30	11.70	11.70	201401
20140110	2.90	14.90	8.90	9.10	9.10	201401
20140111	0.90	8.30	4.60	13.40	13.40	201401
20140112	-0.30	10.00	4.85	13.15	13.15	201401
20140113	-1.50	4.00	1.25	16.75	16.75	201401
20140114	1.50	7.70	4.60	13.40	13.40	201401
20140115	-1.90	8.40	3.25	14.75	14.75	201401
20140116	1.20	13.00	7.10	10.90	10.90	201401
20140117	4.40	8.50	6.45	11.55	11.55	201401
20140118	1.40	8.90	5.15	12.85	12.85	201401
20140119	2.90	7.60	5.25	12.75	12.75	201401
20140120	4.70	6.20	5.45	12.55	12.55	201401
20140121	3.50	8.00	5.75	12.25	12.25	201401
20140122	3.40	10.60	7.00	11.00	11.00	201401
20140123	2.70	7.50	5.10	12.90	12.90	201401
20140124	1.60	5.10	3.35	14.65	14.65	201401
20140125	-3.40	6.80	1.70	16.30	16.30	201401
20140126	0.20	8.80	4.50	13.50	13.50	201401
20140127	3.10	10.80	6.95	11.05	11.05	201401
20140128	-1.60	8.40	3.40	14.60	14.60	201401
20140129	-0.80	4.30	1.75	16.25	16.25	201401
20140130	-1.90	3.40	0.75	17.25	17.25	201401
20140131	-1.90	8.90	3.50	14.50	14.50	201401
20140201	-3.60	5.20	0.80	17.20	17.20	201402
20140202	2.10	6.50	4.30	13.70	13.70	201402
20140203	1.20	10.30	5.75	12.25	12.25	201402
20140204	2.80	11.70	7.25	10.75	10.75	201402
20140205	0.40	11.20	5.80	12.20	12.20	201402
20140206	-1.70	16.70	7.50	10.50	10.50	201402
20140207	3.10	14.60	8.85	9.15	9.15	201402
20140208	0.00	9.50	4.75	13.25	13.25	201402
20140209	2.60	11.40	7.00	11.00	11.00	201402
20140210	2.30	7.90	5.10	12.90	12.90	201402
20140211	3.60	9.40	6.50	11.50	11.50	201402
20140212	2.10	12.60	7.35	10.65	10.65	201402
20140213	3.90	14.60	9.25	8.75	8.75	201402
20140214	1.00	8.70	4.85	13.15	13.15	201402
20140215	5.40	19.30	12.35	5.65	5.81	201402
20140216	4.50	5.80	5.15	12.85	12.85	201402
20140217	3.00	10.60	6.80	11.20	11.20	201402
20140218	0.50	10.80	5.65	12.35	12.35	201402
20140219	4.20	12.00	8.10	9.90	9.90	201402
20140220	-0.50	14.50	7.00	11.00	11.00	201402
20140221	6.20	9.30	7.75	10.25	10.25	201402
20140222	1.10	12.80	6.95	11.05	11.05	201402
20140223	1.20	14.50	7.85	10.15	10.15	201402
20140224	1.70	17.90	9.80	8.20	8.20	201402
20140225	0.30	15.90	8.10	9.90	9.90	201402
20140226	1.40	6.30	3.85	14.15	14.15	201402
20140227	2.90	9.30	6.10	11.90	11.90	201402
20140228	3.60	7.50	5.55	12.45	12.45	201402
20140301	0.70	8.20	4.45	13.55	13.55	201403
20140302	3.60	11.40	7.50	10.50	10.50	201403
20140303	3.20	7.30	5.25	12.75	12.75	201403
20140304	2.10	7.10	4.60	13.40	13.40	201403
20140305	4.20	12.30	8.25	9.75	9.75	201403
20140306	0.40	13.70	7.05	10.95	10.95	201403
20140307	-1.10	17.20	8.05	9.95	9.95	201403
20140308	0.30	18.20	9.25	8.75	8.77	201403
20140309	0.30	19.70	10.00	8.00	8.20	201403
20140310	0.20	19.70	9.95	8.05	8.25	201403
20140311	1.40	14.30	7.85	10.15	10.15	201403
20140312	0.10	18.90	9.50	8.50	8.59	201403
20140313	1.20	19.20	10.20	7.80	7.93	201403
20140314	2.00	20.20	11.10	6.90	7.19	201403
20140315	2.90	18.70	10.80	7.20	7.27	201403
20140316	4.70	18.90	11.80	6.20	6.30	201403
20140317	2.60	22.60	12.60	5.40	6.21	201403
20140318	3.60	24.30	13.95	4.05	5.36	201403
20140319	9.40	18.50	13.95	4.05	4.10	201403
20140320	3.10	21.60	12.35	5.65	6.23	201403
20140321	3.90	20.60	12.25	5.75	6.13	201403
20140322	8.50	14.10	11.30	6.70	6.70	201403
20140323	4.10	7.70	5.90	12.10	12.10	201403
20140324	2.80	10.10	6.45	11.55	11.55	201403
20140325	1.90	12.10	7.00	11.00	11.00	201403
20140326	2.00	13.20	7.60	10.40	10.40	201403
20140327	1.00	14.50	7.75	10.25	10.25	201403
20140328	0.90	19.90	10.40	7.60	7.83	201403
20140329	3.20	20.60	11.90	6.10	6.47	201403
20140330	6.50	21.20	13.85	4.15	4.70	201403
20140331	4.70	22.20	13.45	4.55	5.31	201403
20140401	4.70	21.80	13.25	4.75	5.41	201404
20140402	5.60	24.70	15.15	2.85	4.37	201404
20140403	10.20	17.40	13.80	4.20	4.20	201404
20140404	8.00	20.90	14.45	3.55	4.06	201404
20140405	11.60	17.60	14.60	3.40	3.40	201404
20140406	10.70	21.30	16.00	2.00	2.70	201404
20140407	6.10	26.30	16.20	1.80	3.90	201404
20140408	11.60	19.20	15.40	2.60	2.78	201404
20140409	4.70	19.10	11.90	6.10	6.22	201404
20140410	3.50	22.20	12.85	5.15	5.88	201404
20140411	4.90	24.00	14.45	3.55	4.82	201404
20140412	6.30	24.60	15.45	2.55	4.08	201404
20140413	9.50	22.40	15.95	2.05	3.03	201404
20140414	5.30	21.80	13.55	4.45	5.12	201404
20140415	8.60	18.60	13.60	4.40	4.46	201404
20140416	3.00	17.50	10.25	7.75	7.75	201404
20140417	1.90	20.10	11.00	7.00	7.27	201404
20140418	3.90	15.10	9.50	8.50	8.50	201404
20140419	4.10	13.30	8.70	9.30	9.30	201404
20140420	1.60	15.50	8.55	9.45	9.45	201404
20140421	8.90	16.80	12.85	5.15	5.15	201404
20140422	7.10	21.90	14.50	3.50	4.24	201404
20140423	8.40	24.20	16.30	1.70	3.22	201404
20140424	8.30	24.80	16.55	1.45	3.17	201404
20140425	10.50	17.30	13.90	4.10	4.10	201404
20140426	11.50	22.30	16.90	1.10	2.16	201404
20140427	9.10	15.30	12.20	5.80	5.80	201404
20140428	8.80	14.40	11.60	6.40	6.40	201404
20140429	8.80	19.50	14.15	3.85	4.06	201404
20140430	8.60	16.30	12.45	5.55	5.55	201404
20140501	7.20	20.60	13.90	4.10	4.52	201405
20140502	8.80	14.20	11.50	6.50	6.50	201405
20140503	10.90	12.30	11.60	6.40	6.40	201405
20140504	8.50	16.40	12.45	5.55	5.55	201405
20140505	4.30	25.80	15.05	2.95	4.76	201405
20140506	7.50	23.20	15.35	2.65	3.79	201405
20140507	12.30	20.70	16.50	1.50	2.08	201405
20140508	6.30	23.50	14.90	3.10	4.28	201405
20140509	11.90	26.80	19.35	0.00	1.54	201405
20140510	10.50	23.50	17.00	1.00	2.42	201405
20140511	13.60	20.90	17.25	0.75	1.47	201405
20140512	8.20	18.20	13.20	4.80	4.82	201405
20140513	8.60	14.50	11.55	6.45	6.45	201405
20140514	6.60	17.90	12.25	5.75	5.75	201405
20140515	5.50	19.40	12.45	5.55	5.72	201405
20140516	4.60	19.10	11.85	6.15	6.27	201405
20140517	6.10	22.60	14.35	3.65	4.56	201405
20140518	7.30	25.40	16.35	1.65	3.51	201405
20140519	9.70	22.90	16.30	1.70	2.86	201405
20140520	10.10	24.00	17.05	0.95	2.52	201405
20140521	13.20	27.90	20.55	0.00	1.04	201405
20140522	12.90	25.30	19.10	0.00	1.29	201405
20140523	8.60	25.80	17.20	0.80	2.91	201405
20140524	7.50	24.10	15.80	2.20	3.63	201405
20140525	9.20	22.00	15.60	2.40	3.25	201405
20140526	12.80	20.40	16.60	1.40	1.91	201405
20140527	11.50	16.90	14.20	3.80	3.80	201405
20140528	9.10	21.90	15.50	2.50	3.31	201405
20140529	9.30	23.20	16.25	1.75	2.98	201405
20140530	10.60	24.20	17.40	0.60	2.28	201405
20140531	11.80	22.90	17.35	0.65	1.95	201405
20140601	8.90	25.10	17.00	1.00	2.87	0
20140602	12.70	22.10	17.40	0.60	1.68	0
20140603	11.30	25.60	18.45	0.00	1.85	0
20140604	12.40	19.10	15.75	2.25	2.41	0
20140605	9.80	24.60	17.20	0.80	2.56	0
20140606	10.80	29.30	20.05	0.00	1.75	0
20140607	12.80	31.70	22.25	0.00	1.02	0
20140608	15.40	33.80	24.60	0.00	0.36	0
20140609	17.20	34.90	26.05	0.00	0.08	0
20140610	17.80	33.70	25.75	0.00	0.02	0
20140611	13.50	32.10	22.80	0.00	0.82	0
20140612	17.50	32.90	25.20	0.00	0.05	0
20140613	17.50	32.10	24.80	0.00	0.05	0
20140614	16.40	28.10	22.25	0.00	0.22	0
20140615	14.70	19.20	16.95	1.05	1.28	0
20140616	13.80	26.60	20.20	0.00	0.91	0
20140617	12.00	23.40	17.70	0.30	1.81	0
20140618	13.10	21.50	17.30	0.70	1.59	0
20140619	10.80	26.30	18.55	0.00	1.98	0
20140620	12.00	27.90	19.95	0.00	1.43	0
20140621	12.00	31.10	21.55	0.00	1.27	0
20140622	15.90	31.70	23.80	0.00	0.29	0
20140623	16.60	29.40	23.00	0.00	0.18	0
20140624	18.00	28.10	23.05	0.00	0.00	0
20140625	17.80	26.70	22.25	0.00	0.02	0
20140626	12.40	26.10	19.25	0.00	1.41	0
20140627	12.30	28.50	20.40	0.00	1.30	0
20140628	14.10	30.10	22.10	0.00	0.71	0
20140629	14.50	22.10	18.30	0.00	0.96	0
20140630	12.80	23.40	18.10	0.00	1.49	0
20140701	10.70	25.40	18.05	0.00	2.11	0
20140702	16.30	23.50	19.90	0.00	0.30	0
20140703	13.20	28.70	20.95	0.00	1.01	0
20140704	15.50	27.90	21.70	0.00	0.41	0
20140705	16.00	29.10	22.55	0.00	0.29	0
20140706	15.30	31.40	23.35	0.00	0.41	0
20140707	16.20	22.70	19.45	0.00	0.35	0
20140708	14.40	17.70	16.05	1.95	1.95	0
20140709	12.60	18.10	15.35	2.65	2.66	0
20140710	11.80	15.30	13.55	4.45	4.45	0
20140711	13.40	20.90	17.15	0.85	1.55	0
20140712	15.30	19.50	17.40	0.60	0.94	0
20140713	15.10	24.50	19.80	0.00	0.61	0
20140714	16.50	25.10	20.80	0.00	0.23	0
20140715	14.90	27.50	21.20	0.00	0.57	0
20140716	14.60	29.30	21.95	0.00	0.60	0
20140717	16.10	32.10	24.10	0.00	0.25	0
20140718	15.60	33.20	24.40	0.00	0.33	0
20140719	17.70	28.40	23.05	0.00	0.03	0
20140720	14.90	23.00	18.95	0.00	0.75	0
20140721	13.50	17.80	15.65	2.35	2.35	0
20140722	16.30	21.50	18.90	0.00	0.37	0
20140723	18.10	26.80	22.45	0.00	0.00	0
20140724	18.60	29.10	23.85	0.00	0.00	0
20140725	14.80	28.20	21.50	0.00	0.58	0
20140726	16.50	26.00	21.25	0.00	0.22	0
20140727	13.20	26.40	19.80	0.00	1.12	0
20140728	14.90	25.10	20.00	0.00	0.64	0
20140729	14.80	16.80	15.80	2.20	2.20	0
20140730	15.00	21.50	18.25	0.00	0.82	0
20140731	15.80	27.40	21.60	0.00	0.35	0
20140801	19.20	29.30	24.25	0.00	0.00	0
20140802	17.80	24.90	21.35	0.00	0.02	0
20140803	17.20	27.40	22.30	0.00	0.09	0
20140804	14.90	25.10	20.00	0.00	0.64	0
20140805	14.70	26.60	20.65	0.00	0.65	0
20140806	12.70	27.00	19.85	0.00	1.25	0
20140807	14.30	27.60	20.95	0.00	0.73	0
20140808	15.60	29.20	22.40	0.00	0.37	0
20140809	17.60	28.40	23.00	0.00	0.04	0
20140810	18.00	32.60	25.30	0.00	0.00	0
20140811	20.00	24.50	22.25	0.00	0.00	0
20140812	16.10	25.40	20.75	0.00	0.32	0
20140813	16.90	23.70	20.30	0.00	0.16	0
20140814	10.10	22.00	16.05	1.95	2.83	0
20140815	11.70	21.00	16.35	1.65	2.30	0
20140816	9.20	23.10	16.15	1.85	3.04	0
20140817	8.90	25.90	17.40	0.60	2.77	0
20140818	10.70	28.20	19.45	0.00	1.86	0
20140819	15.40	23.20	19.30	0.00	0.57	0
20140820	11.70	22.50	17.10	0.90	2.05	0
20140821	10.50	24.10	17.30	0.70	2.34	0
20140822	9.60	25.30	17.45	0.55	2.56	0
20140823	15.90	23.00	19.45	0.00	0.43	0
20140824	11.40	23.10	17.25	0.75	2.09	0
20140825	9.70	23.20	16.45	1.55	2.81	0
20140826	15.50	18.10	16.80	1.20	1.21	0
20140827	15.50	26.40	20.95	0.00	0.44	0
20140828	12.40	27.50	19.95	0.00	1.32	0
20140829	14.60	26.00	20.30	0.00	0.70	0
20140830	18.00	26.90	22.45	0.00	0.00	0
20140831	17.00	26.10	21.55	0.00	0.13	0
20140901	14.60	23.80	19.20	0.00	0.80	0
20140902	9.20	24.00	16.60	1.40	2.90	0
20140903	8.90	24.10	16.50	1.50	3.02	0
20140904	11.30	27.20	19.25	0.00	1.72	0
20140905	15.00	28.00	21.50	0.00	0.53	0
20140906	12.20	28.90	20.55	0.00	1.31	0
20140907	13.40	29.90	21.65	0.00	0.91	0
20140908	14.10	29.30	21.70	0.00	0.73	0
20140909	15.70	21.40	18.55	0.00	0.57	0
20140910	17.60	26.80	22.20	0.00	0.04	0
20140911	15.00	24.80	19.90	0.00	0.63	0
20140912	10.90	22.80	16.85	1.15	2.35	0
20140913	9.50	23.90	16.70	1.30	2.79	0
20140914	11.10	24.70	17.90	0.10	2.02	0
20140915	12.90	24.80	18.85	0.00	1.33	0
20140916	14.20	28.00	21.10	0.00	0.74	0
20140917	15.20	26.80	21.00	0.00	0.51	0
20140918	16.60	24.20	20.40	0.00	0.22	0
20140919	15.70	23.40	19.55	0.00	0.47	0
20140920	15.50	26.00	20.75	0.00	0.45	0
20140921	13.60	25.50	19.55	0.00	1.04	201409
20140922	13.60	22.40	18.00	0.00	1.28	201409
20140923	8.20	20.90	14.55	3.45	3.96	201409
20140924	9.00	15.70	12.35	5.65	5.65	201409
20140925	11.30	20.20	15.75	2.25	2.65	201409
20140926	8.60	22.60	15.60	2.40	3.40	201409
20140927	8.90	23.80	16.35	1.65	3.06	201409
20140928	9.80	26.40	18.10	0.00	2.36	201409
20140929	11.00	22.40	16.70	1.30	2.37	201409
20140930	15.00	20.00	17.50	0.50	1.00	201409
20141001	14.80	23.90	19.35	0.00	0.73	201410
20141002	12.00	23.00	17.50	0.50	1.85	201410
20141003	12.80	24.70	18.75	0.00	1.37	201410
20141004	11.80	25.70	18.75	0.00	1.66	201410
20141005	10.90	21.40	16.15	1.85	2.58	201410
20141006	11.80	23.60	17.70	0.30	1.86	201410
20141007	14.10	22.40	18.25	0.00	1.08	201410
20141008	14.00	27.70	20.85	0.00	0.81	201410
20141009	10.80	28.70	19.75	0.00	1.79	201410
20141010	15.60	20.80	18.20	0.00	0.66	201410
20141011	14.90	22.70	18.80	0.00	0.77	201410
20141012	10.90	21.60	16.25	1.75	2.55	201410
20141013	14.70	19.80	17.25	0.75	1.16	201410
20141014	8.40	19.10	13.75	4.25	4.39	201410
20141015	9.70	22.50	16.10	1.90	2.92	201410
20141016	10.40	18.80	14.60	3.40	3.50	201410
20141017	10.00	23.80	16.90	1.10	2.59	201410
20141018	9.20	25.50	17.35	0.65	2.70	201410
20141019	8.00	25.70	16.85	1.15	3.17	201410
20141020	9.20	25.40	17.30	0.70	2.71	201410
20141021	12.50	23.40	17.95	0.05	1.61	201410
20141022	7.00	9.70	8.35	9.65	9.65	201410
20141023	5.10	14.30	9.70	8.30	8.30	201410
20141024	0.90	15.70	8.30	9.70	9.70	201410
20141025	4.40	18.90	11.65	6.35	6.45	201410
20141026	5.10	18.80	11.95	6.05	6.13	201410
20141027	7.00	18.90	12.95	5.05	5.15	201410
20141028	6.80	20.00	13.40	4.60	4.89	201410
20141029	5.70	18.10	11.90	6.10	6.11	201410
20141030	3.20	17.40	10.30	7.70	7.70	201410
20141031	2.90	19.60	11.25	6.75	6.94	201410
